Blk,Vtx,XPOf,YPOf,Dm,ObjN,ObjectName
014,317,-002,0040,000,0626,"Loading Facility NE"
014,374,0005,0061,000,0309,"Geodesic Dome R3"
014,379,-006,0072,000,0533,"Pressure Tank"
014,399,-010,0076,000,0533,"Pressure Tank"
015,381,-003,0062,000,0328,"Chemical Plant NE"
015,341,-003,0062,000,0328,"Chemical Plant NE"
015,345,-021,0079,000,0620,"Resource Warehouse SW"
015,304,-012,0048,000,0626,"Loading Facility NE"
015,197,0004,0048,000,0540,"Loading Platform (non-ani) NE"
015,194,0004,0046,000,0626,"Loading Facility NE"
016,369,0002,0064,000,0630,"Oil Derrick"
016,368,-002,0068,000,0533,"Pressure Tank"
016,348,0002,0070,000,0533,"Pressure Tank"
016,349,0002,0060,000,0533,"Pressure Tank"
016,350,0002,0074,000,0533,"Pressure Tank"
016,370,0002,0070,000,0533,"Pressure Tank"
016,386,-066,0064,000,0204,"HazMat Sphere R1"
016,386,0000,0028,000,0204,"HazMat Sphere R1"
016,386,0070,0068,000,0204,"HazMat Sphere R1"
016,386,0002,0102,000,0204,"HazMat Sphere R1"
016,386,0002,0062,000,0204,"HazMat Sphere R1"
016,346,-001,0060,000,0409,"Missile Turret"
016,352,-001,0060,000,0409,"Missile Turret"
016,364,-001,0060,000,0408,"Cannon Turret"
016,307,-001,0060,000,0408,"Cannon Turret"
016,310,-001,0060,000,0408,"Cannon Turret"
016,374,-001,0060,000,0408,"Cannon Turret"
016,238,0006,0066,000,0533,"Pressure Tank"
016,219,-002,0064,000,0533,"Pressure Tank"
016,217,0006,0064,000,0533,"Pressure Tank"
016,236,0012,0070,000,0533,"Pressure Tank"
016,196,0008,0062,000,0533,"Pressure Tank"
016,198,-002,0074,000,0533,"Pressure Tank"
016,396,-032,0040,000,0281,"Gas Tank NW"
016,396,0036,0084,000,0281,"Gas Tank NW"
016,397,-008,0058,000,0281,"Gas Tank NW"
016,398,-040,0050,000,0281,"Gas Tank NW"
016,337,0007,0060,000,0288,"Large Barn SW"
016,339,0007,0060,000,0288,"Large Barn SW"
016,376,0007,0060,000,0287,"Large Barn SE"
016,378,0007,0060,000,0287,"Large Barn SE"
016,316,0007,0060,000,0288,"Large Barn SW"
016,318,0007,0060,000,0288,"Large Barn SW"
016,277,-002,0098,000,0201,"Junked Cars SW"
016,277,0084,0064,000,0201,"Junked Cars SW"
016,257,0030,0096,000,0201,"Junked Cars SW"
016,258,-004,0040,000,0202,"Junked Cars NW"
016,258,0040,0076,000,0202,"Junked Cars NW"
016,279,-050,0040,000,0203,"Junked Cars NE"
016,259,-028,0072,000,0200,"Junked Cars SE"
016,259,-024,0096,000,0200,"Junked Cars SE"
016,279,0027,0064,000,0286,"Small Barn SW"
016,278,0064,0052,000,0535,"Supply Container SW"
016,278,-004,0060,000,0535,"Supply Container SW"
016,276,-066,0064,000,0535,"Supply Container SW"
016,256,-044,0044,000,0535,"Supply Container SW"
016,256,-016,0102,000,0535,"Supply Container SW"
016,276,0018,0022,000,0534,"Supply Container SE"
016,277,-074,0044,000,0534,"Supply Container SE"
016,246,0002,0054,000,0339,"Pumping Station SW"
016,180,-010,0046,000,0626,"Loading Facility NE"
016,227,-067,0073,000,0281,"Gas Tank NW"
016,227,0002,0114,000,0281,"Gas Tank NW"
016,228,-036,0091,000,0281,"Gas Tank NW"
016,229,-068,0073,000,0281,"Gas Tank NW"
016,247,-030,0050,000,0281,"Gas Tank NW"
