Blk,Vtx,XPOf,YPOf,Dm,ObjN,ObjectName
002,271,-001,0060,000,0409,"Missile Turret"
002,272,-001,0060,000,0409,"Missile Turret"
002,286,-001,0060,000,0409,"Missile Turret"
002,348,-001,0060,000,0409,"Missile Turret"
002,373,-001,0060,000,0409,"Missile Turret"
002,393,-001,0060,000,0409,"Missile Turret"
002,378,-001,0060,000,0409,"Missile Turret"
002,359,-001,0060,000,0409,"Missile Turret"
002,298,-001,0060,000,0409,"Missile Turret"
002,296,-001,0060,000,0409,"Missile Turret"
002,351,-001,0060,000,0409,"Missile Turret"
002,352,-001,0060,000,0409,"Missile Turret"
002,353,0008,0086,000,0469,"Turret Control"
002,376,0008,0098,000,0705,"Large Gate Control SW"
002,338,0006,0092,000,0469,"Turret Control"
002,297,-008,0070,000,0728,"INDESTRUCTABLE HQ SW"
002,396,-001,0060,000,0409,"Missile Turret"
003,300,-001,0060,000,0409,"Missile Turret"
003,320,-001,0060,000,0409,"Missile Turret"
003,220,0004,0062,000,0633,"Mech Repair Bay"
008,017,-001,0060,000,0409,"Missile Turret"
008,114,-001,0060,000,0409,"Missile Turret"
008,116,-001,0060,000,0409,"Missile Turret"
008,113,-001,0060,000,0409,"Missile Turret"
008,117,-001,0060,000,0409,"Missile Turret"
008,015,0000,0064,000,0693,"Large Southwest Gate"
008,199,0002,0070,000,0537,"Container Stack SW"
013,303,-054,0052,000,0272,"Rock Cluster A"
013,322,-016,0052,000,0273,"Rock Cluster B"
013,302,-001,0068,000,0273,"Rock Cluster B"
013,302,-029,0025,000,0272,"Rock Cluster A"
014,279,0026,0057,000,0274,"Rock Cluster C"
014,199,-001,0060,000,0409,"Missile Turret"
014,179,-001,0060,000,0409,"Missile Turret"
014,159,-001,0060,000,0409,"Missile Turret"
014,141,-001,0060,000,0409,"Missile Turret"
014,121,-001,0060,000,0409,"Missile Turret"
014,101,-001,0060,000,0409,"Missile Turret"
014,061,-001,0060,000,0409,"Missile Turret"
014,041,-001,0060,000,0409,"Missile Turret"
014,042,-001,0060,000,0409,"Missile Turret"
014,081,0012,0090,000,0469,"Turret Control"
015,201,0033,0081,000,0273,"Rock Cluster B"
015,281,0029,0084,000,0272,"Rock Cluster A"
015,283,-005,0061,000,0274,"Rock Cluster C"
015,128,0005,0059,000,0628,"Sensor Control SE"
015,127,-006,0044,000,0486,"Sensor Tower SW"
015,386,0008,0068,000,0633,"Mech Repair Bay"
015,348,-004,0062,000,0499,"MechWarrior Barracks SW"
015,346,-032,0062,000,0488,"Support Building"
015,388,-004,0078,000,0254,"Small Barrels B /"
015,388,0039,0054,000,0254,"Small Barrels B /"
015,368,-066,0084,000,0255,"Small Barrels B \"
015,368,-106,0061,000,0255,"Small Barrels B \"
015,387,0062,0064,000,0254,"Small Barrels B /"
015,387,0017,0091,000,0254,"Small Barrels B /"
015,388,-032,0054,000,0281,"Gas Tank NW"
015,184,0002,0098,000,0469,"Turret Control"
015,203,-001,0060,000,0409,"Missile Turret"
015,183,-001,0060,000,0409,"Missile Turret"
016,389,0026,0042,000,0208,"Big Tree"
016,349,-086,0050,000,0208,"Big Tree"
016,344,-006,0100,000,0208,"Big Tree"
016,328,0000,0002,000,0208,"Big Tree"
016,289,-042,0034,000,0208,"Big Tree"
016,228,0006,0080,000,0208,"Big Tree"
016,288,-058,0070,000,0208,"Big Tree"
016,168,-082,0058,000,0208,"Big Tree"
016,147,0036,0090,000,0208,"Big Tree"
016,149,-056,0040,000,0208,"Big Tree"
016,147,-020,0076,000,0212,"Medium Tree"
016,168,0062,0040,000,0212,"Medium Tree"
016,188,0028,0090,000,0212,"Medium Tree"
016,208,-054,0072,000,0212,"Medium Tree"
016,247,0102,0046,000,0212,"Medium Tree"
