Blk,Vtx,XPOf,YPOf,Dm,ObjN,ObjectName
012,226,0012,0042,000,0212,"Medium Tree"
012,227,-018,0030,000,0212,"Medium Tree"
012,207,-042,0048,000,0212,"Medium Tree"
012,208,-008,0028,000,0212,"Medium Tree"
012,229,0012,0028,000,0212,"Medium Tree"
012,209,0080,0060,000,0212,"Medium Tree"
012,189,0020,0068,000,0212,"Medium Tree"
012,149,0050,0056,000,0212,"Medium Tree"
012,184,-012,0058,000,0212,"Medium Tree"
012,181,0050,0052,000,0212,"Medium Tree"
012,203,0000,0050,000,0212,"Medium Tree"
012,182,-008,0068,000,0208,"Big Tree"
012,182,-028,0102,000,0208,"Big Tree"
012,184,0042,0052,000,0208,"Big Tree"
012,225,0000,0048,000,0208,"Big Tree"
012,225,0068,0090,000,0208,"Big Tree"
012,226,0060,0040,000,0208,"Big Tree"
012,227,0006,0066,000,0208,"Big Tree"
012,207,-064,0076,000,0208,"Big Tree"
012,207,0018,0080,000,0208,"Big Tree"
012,208,0022,0078,000,0208,"Big Tree"
012,209,-042,0084,000,0208,"Big Tree"
012,190,-064,0048,000,0208,"Big Tree"
012,149,0028,0122,000,0208,"Big Tree"
012,108,-006,0052,000,0208,"Big Tree"
012,129,0016,0054,000,0208,"Big Tree"
012,171,-024,0088,000,0208,"Big Tree"
012,190,0082,0060,000,0208,"Big Tree"
012,208,-024,0050,000,0216,"Small Tree"
012,208,0070,0078,000,0216,"Small Tree"
012,209,0022,0056,000,0216,"Small Tree"
012,209,-014,0102,000,0216,"Small Tree"
012,189,0014,0112,000,0216,"Small Tree"
012,207,-028,0092,000,0216,"Small Tree"
012,226,0062,0068,000,0216,"Small Tree"
012,225,0032,0074,000,0216,"Small Tree"
012,184,-020,0098,000,0216,"Small Tree"
012,202,0070,0056,000,0216,"Small Tree"
012,181,0068,0084,000,0216,"Small Tree"
012,181,0016,0074,000,0216,"Small Tree"
012,129,-014,0076,000,0216,"Small Tree"
012,148,0044,0064,000,0216,"Small Tree"
012,150,-018,0062,000,0216,"Small Tree"
012,150,-062,0102,000,0216,"Small Tree"
012,190,0000,0058,000,0216,"Small Tree"
012,084,0026,0054,000,0216,"Small Tree"
012,064,0100,0062,000,0216,"Small Tree"
012,065,0060,0068,000,0216,"Small Tree"
020,078,-005,0061,000,0272,"Rock Cluster A"
020,058,-008,0056,000,0272,"Rock Cluster A"
020,098,0005,0065,000,0273,"Rock Cluster B"
020,038,-010,0064,000,0273,"Rock Cluster B"
020,099,-068,0047,000,0274,"Rock Cluster C"
020,119,0027,0051,000,0274,"Rock Cluster C"
020,099,-041,0075,000,0274,"Rock Cluster C"
020,019,-034,0049,000,0274,"Rock Cluster C"
021,373,-048,0065,000,0212,"Medium Tree"
021,374,-067,0105,000,0212,"Medium Tree"
021,394,0052,0040,000,0212,"Medium Tree"
021,393,0060,0081,000,0212,"Medium Tree"
021,374,-070,0056,000,0212,"Medium Tree"
021,394,-039,0067,000,0212,"Medium Tree"
021,397,0026,0011,000,0212,"Medium Tree"
021,377,-033,0063,000,0212,"Medium Tree"
021,397,0034,0052,000,0212,"Medium Tree"
021,376,0017,0098,000,0212,"Medium Tree"
021,377,-009,0076,000,0212,"Medium Tree"
021,397,-003,0057,000,0212,"Medium Tree"
021,377,0010,0094,000,0212,"Medium Tree"
021,375,-058,0040,000,0212,"Medium Tree"
021,375,-034,0074,000,0212,"Medium Tree"
021,374,0003,0064,000,0212,"Medium Tree"
021,375,0002,0086,000,0212,"Medium Tree"
021,375,0046,0084,000,0212,"Medium Tree"
021,395,0032,0039,000,0212,"Medium Tree"
021,395,0042,0045,000,0212,"Medium Tree"
024,331,0031,0054,000,0082,"Crew Barracks SW"
024,313,0000,0066,000,0633,"Mech Repair Bay"
024,311,-002,0027,000,0648,"Debris A"
024,352,0004,0103,000,0648,"Debris A"
024,330,0069,0063,000,0649,"Debris B"
024,353,-037,0043,000,0649,"Debris B"
024,333,0066,0062,000,0650,"Debris C"
024,353,0066,0060,000,0650,"Debris C"
024,312,-004,0060,000,0651,"Debris D"
024,311,0001,0075,000,0140,"Small Water Tower R1 (w/underlay)"
024,353,0002,0117,000,0275,"Streetlamp NE"
024,331,-096,0063,000,0276,"Streetlamp SE"
024,352,-013,0048,000,0253,"Small Barrels A \"
024,352,-057,0059,000,0253,"Small Barrels A \"
028,395,0000,0070,000,0273,"Rock Cluster B"
028,397,0002,0059,000,0273,"Rock Cluster B"
028,396,0009,0063,000,0272,"Rock Cluster A"
028,377,0002,0068,000,0272,"Rock Cluster A"
028,378,0009,0066,000,0272,"Rock Cluster A"
028,379,0005,0027,000,0274,"Rock Cluster C"
028,056,0001,0075,000,0537,"Container Stack SW"
029,388,-003,0062,000,0272,"Rock Cluster A"
030,206,0001,0066,000,0272,"Rock Cluster A"
030,166,-001,0069,000,0272,"Rock Cluster A"
030,227,-002,0067,000,0273,"Rock Cluster B"
030,186,-004,0060,000,0273,"Rock Cluster B"
030,207,-074,0044,000,0274,"Rock Cluster C"
030,207,-040,0070,000,0274,"Rock Cluster C"
030,146,-072,0044,000,0274,"Rock Cluster C"
030,145,0029,0086,000,0274,"Rock Cluster C"
030,228,-070,0048,000,0274,"Rock Cluster C"
030,228,-029,0068,000,0274,"Rock Cluster C"
030,311,-001,0060,000,0409,"Missile Turret"
030,331,-001,0060,000,0409,"Missile Turret"
030,351,-001,0060,000,0409,"Missile Turret"
030,371,-001,0060,000,0409,"Missile Turret"
030,391,-001,0060,000,0409,"Missile Turret"
030,319,0032,0071,000,0469,"Turret Control"
030,007,0064,0048,000,0212,"Medium Tree"
030,049,0026,0020,000,0212,"Medium Tree"
030,048,0012,0012,000,0212,"Medium Tree"
030,027,0002,0102,000,0212,"Medium Tree"
030,049,-078,0060,000,0212,"Medium Tree"
030,049,-044,0026,000,0212,"Medium Tree"
030,028,-002,0046,000,0212,"Medium Tree"
030,047,0006,0062,000,0212,"Medium Tree"
030,047,0020,0088,000,0212,"Medium Tree"
030,027,-090,0072,000,0212,"Medium Tree"
030,047,0097,0072,000,0212,"Medium Tree"
030,027,-011,0105,000,0212,"Medium Tree"
030,007,-056,0062,000,0212,"Medium Tree"
030,028,-011,0057,000,0212,"Medium Tree"
030,028,-080,0057,000,0212,"Medium Tree"
030,007,-009,0051,000,0212,"Medium Tree"
030,026,0016,0067,000,0212,"Medium Tree"
030,027,-018,0109,000,0212,"Medium Tree"
030,026,0029,0026,000,0212,"Medium Tree"
030,026,0061,0090,000,0212,"Medium Tree"
030,027,-054,0085,000,0212,"Medium Tree"
030,027,-033,0022,000,0212,"Medium Tree"
030,006,0003,0091,000,0212,"Medium Tree"
030,017,-067,0099,000,0212,"Medium Tree"
030,016,0009,0072,000,0212,"Medium Tree"
030,017,-044,0065,000,0212,"Medium Tree"
030,016,0047,0078,000,0212,"Medium Tree"
030,016,0032,0048,000,0212,"Medium Tree"
030,017,0011,0013,000,0212,"Medium Tree"
031,280,0036,0077,000,0274,"Rock Cluster C"
031,280,0036,0037,000,0274,"Rock Cluster C"
031,260,-003,0085,000,0274,"Rock Cluster C"
031,304,0013,0062,000,0633,"Mech Repair Bay"
036,195,0050,0082,000,0208,"Big Tree"
036,196,0034,0064,000,0208,"Big Tree"
036,195,-058,0054,000,0208,"Big Tree"
036,194,0054,0038,000,0208,"Big Tree"
036,196,0030,0018,000,0208,"Big Tree"
036,196,0056,0068,000,0208,"Big Tree"
036,174,-038,0070,000,0208,"Big Tree"
036,157,0076,0028,000,0208,"Big Tree"
036,116,-058,0070,000,0208,"Big Tree"
036,096,-046,0066,000,0208,"Big Tree"
036,095,-002,0078,000,0208,"Big Tree"
036,115,-032,0102,000,0208,"Big Tree"
036,096,-010,0056,000,0208,"Big Tree"
036,117,-056,0090,000,0208,"Big Tree"
036,219,-020,0058,000,0208,"Big Tree"
036,219,0018,0104,000,0208,"Big Tree"
037,015,0003,0025,000,0274,"Rock Cluster C"
037,015,-039,0088,000,0274,"Rock Cluster C"
037,233,-028,0061,000,0212,"Medium Tree"
037,233,0035,0051,000,0212,"Medium Tree"
037,212,0020,0071,000,0212,"Medium Tree"
037,212,-028,0050,000,0212,"Medium Tree"
037,152,-045,0062,000,0212,"Medium Tree"
037,172,0011,0050,000,0212,"Medium Tree"
037,192,0028,0050,000,0212,"Medium Tree"
037,132,0013,0078,000,0212,"Medium Tree"
037,110,0034,0069,000,0212,"Medium Tree"
037,090,0048,0040,000,0212,"Medium Tree"
037,112,-080,0043,000,0208,"Big Tree"
037,132,-054,0078,000,0208,"Big Tree"
037,110,-010,0067,000,0208,"Big Tree"
