Blk,Vtx,XPOf,YPOf,Dm,ObjN,ObjectName
029,116,-040,0032,000,0498,"Activation Marker"
029,095,-056,0050,000,0498,"Activation Marker"
032,395,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
032,374,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
032,371,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
034,285,0002,0045,000,0626,"Loading Facility NE"
034,268,0002,0050,000,0540,"Loading Platform (non-ani) NE"
034,304,0004,0043,000,0541,"Loading Platform (non-ani) NW"
034,326,-002,0028,000,0534,"Supply Container SE"
034,326,0072,0067,000,0534,"Supply Container SE"
034,326,-006,0067,000,0534,"Supply Container SE"
034,326,-067,0067,000,0534,"Supply Container SE"
034,326,-001,0104,000,0534,"Supply Container SE"
034,346,0013,0034,000,0535,"Supply Container SW"
034,346,0061,0072,000,0534,"Supply Container SE"
034,346,0034,0088,000,0535,"Supply Container SW"
034,290,-018,0066,000,0523,"Meeting Hall SW"
034,330,0006,0061,160,0093,"Resource Bunker (empty) NW"
034,370,0006,0061,160,0093,"Resource Bunker (empty) NW"
034,348,-005,0061,160,0099,"Resource Bunker (full) SE"
040,353,0006,0100,000,0274,"Rock Cluster C"
041,013,0010,0062,000,0480,"Perimeter Alarm"
041,031,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
041,011,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
042,291,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
042,293,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
042,295,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
042,112,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
042,114,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
042,116,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
042,250,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
042,190,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
042,150,-001,0060,000,0511,"Pop-Up Cannon Turret, Grass"
042,252,0020,0065,000,0343,"Purification Plant SW"
042,152,0007,0054,000,0339,"Pumping Station SW"
042,153,-009,0075,000,0348,"Factory SW"
042,254,0001,0065,032,0338,"Industrial Plant SE"
042,215,0005,0068,000,0638,"Main Generator"
042,156,0001,0069,000,0723,"Liquid Storage B R2"
042,213,-004,0062,000,0725,"Liquid Storage B R4"
044,248,-022,0032,000,0486,"Sensor Tower SW"
049,325,-001,0060,000,0409,"Missile Turret"
049,185,-001,0060,000,0409,"Missile Turret"
049,194,-001,0060,000,0409,"Missile Turret"
049,196,-001,0060,000,0409,"Missile Turret"
049,329,0002,0064,000,0469,"Turret Control"
049,334,-001,0060,000,0409,"Missile Turret"
049,336,-001,0060,000,0409,"Missile Turret"
049,229,0004,0068,000,0497,"Component Warehouse SW"
049,228,0005,0031,000,0535,"Supply Container SW"
049,228,-043,0059,000,0535,"Supply Container SW"
049,228,-064,0073,000,0535,"Supply Container SW"
049,228,0059,0055,000,0535,"Supply Container SW"
049,228,0019,0072,000,0534,"Supply Container SE"
049,167,-001,0060,000,0408,"Cannon Turret"
049,206,0002,0060,000,0469,"Turret Control"
049,195,-021,0089,000,0469,"Turret Control"
049,298,0001,0081,000,0633,"Mech Repair Bay"
049,253,0004,0062,000,0483,"Auxiliary Generator"
049,254,0000,0063,000,0629,"Sensor Control SW"
049,268,0005,0068,000,0633,"Mech Repair Bay"
049,236,0010,0066,000,0721,"Industrial Complex SE"
049,170,-001,0060,000,0409,"Missile Turret"
049,169,-001,0060,000,0409,"Missile Turret"
049,264,-001,0060,000,0408,"Cannon Turret"
049,244,-001,0060,000,0408,"Cannon Turret"
049,352,-001,0060,000,0408,"Cannon Turret"
049,358,-001,0060,000,0408,"Cannon Turret"
050,185,-001,0060,000,0409,"Missile Turret"
050,325,-001,0060,000,0409,"Missile Turret"
050,321,0002,0062,000,0469,"Turret Control"
050,163,-001,0060,000,0408,"Cannon Turret"
050,204,-010,0060,000,0469,"Turret Control"
050,283,0025,0072,000,0488,"Support Building"
050,220,0004,0060,000,0720,"Industrial Complex SW"
050,160,-001,0060,000,0409,"Missile Turret"
050,161,-001,0060,000,0409,"Missile Turret"
050,266,-001,0060,000,0408,"Cannon Turret"
050,246,-001,0060,000,0408,"Cannon Turret"
058,031,-001,0060,000,0409,"Missile Turret"
058,039,-001,0060,000,0409,"Missile Turret"
061,101,-016,0038,000,0486,"Sensor Tower SW"
068,366,-024,0040,000,0486,"Sensor Tower SW"
END
