Blk,Vtx,XPOf,YPOf,Dm,ObjN,ObjectName
004,334,0008,0078,000,0636,"House (w/animating pool) NE"
004,374,-009,0075,000,0352,"House (w/pool) NW"
004,374,0057,0033,000,0208,"Big Tree"
004,354,0034,0100,000,0212,"Medium Tree"
004,375,0015,0018,000,0212,"Medium Tree"
004,355,0003,0027,000,0216,"Small Tree"
004,354,0030,0018,000,0216,"Small Tree"
004,394,0025,0024,000,0216,"Small Tree"
004,395,-029,0017,000,0216,"Small Tree"
004,394,-076,0071,000,0220,"Big Bushy Tree"
004,331,-023,0082,000,0145,"Small Office Building SW"
004,329,-023,0082,000,0145,"Small Office Building SW"
004,371,0018,0047,000,0144,"Small Office Building NE"
004,369,0018,0047,000,0144,"Small Office Building NE"
004,348,0017,0053,000,0152,"Modern Office Building NW"
004,346,0017,0053,000,0152,"Modern Office Building NW"
004,386,0016,0047,000,0394,"Two-Flat Home SW (centered)"
004,388,0016,0047,000,0394,"Two-Flat Home SW (centered)"
004,390,0016,0047,000,0394,"Two-Flat Home SW (centered)"
004,384,-080,0074,000,0276,"Streetlamp SE"
004,324,-080,0076,000,0276,"Streetlamp SE"
004,393,0044,0026,000,0278,"Streetlamp NW"
004,353,-012,0034,000,0278,"Streetlamp NW"
004,328,0006,0114,000,0278,"Streetlamp NW"
004,288,0001,0075,000,0140,"Small Water Tower R1 (w/underlay)"
011,356,-010,0074,000,0533,"Pressure Tank"
011,358,-012,0070,000,0533,"Pressure Tank"
011,397,-006,0068,000,0533,"Pressure Tank"
011,399,0000,0064,000,0533,"Pressure Tank"
012,188,0001,0065,000,0142,"Liquid Storage A R1 (w/underlay)"
012,148,0001,0065,000,0142,"Liquid Storage A R1 (w/underlay)"
012,150,0001,0065,000,0142,"Liquid Storage A R1 (w/underlay)"
012,190,0001,0065,000,0142,"Liquid Storage A R1 (w/underlay)"
012,191,0011,0095,000,0364,"Waste Processor SE"
012,209,0001,0080,000,0365,"Waste Processor SW"
012,129,0001,0080,000,0032,"Waste Processor SW (w/underlay)"
012,151,0031,0140,000,0137,"Valve Station SE (w/underlay)"
012,258,0051,0075,000,0382,"Field Office SW"
012,337,-019,0075,000,0381,"Field Office SE"
012,297,-019,0075,000,0381,"Field Office SE"
012,379,0011,0095,000,0366,"Waste Processor NW"
012,255,0026,0056,000,0525,"Billboard A SW"
012,216,0074,0070,000,0277,"Streetlamp SW"
012,219,0024,0052,000,0277,"Streetlamp SW"
012,072,0001,0075,000,0140,"Small Water Tower R1 (w/underlay)"
012,340,-022,0070,000,0533,"Pressure Tank"
012,342,0002,0068,000,0533,"Pressure Tank"
012,344,-006,0072,000,0533,"Pressure Tank"
012,381,-008,0068,000,0533,"Pressure Tank"
012,383,-012,0072,000,0533,"Pressure Tank"
013,268,0008,0063,000,0030,"Chemical Plant NE (w/underlay)"
013,271,-003,0062,000,0115,"Chemical Plant SE (w/underlay)"
013,328,0004,0056,000,0116,"Chemical Plant SW (w/underlay)"
013,331,0007,0055,000,0117,"Chemical Plant NW (w/underlay)"
013,240,-019,0065,000,0038,"Processing Plant SE (w/underlay)"
013,280,-019,0065,000,0038,"Processing Plant SE (w/underlay)"
013,360,-009,0080,000,0135,"Processing Plant NE (w/underlay)"
013,362,-009,0080,000,0135,"Processing Plant NE (w/underlay)"
013,323,0016,0045,000,0132,"Relay Station NE (w/underlay)"
013,177,0024,0088,000,0539,"Loading Platform (non-ani) SE"
013,157,0024,0088,000,0539,"Loading Platform (non-ani) SE"
013,194,-019,0075,000,0381,"Field Office SE"
013,154,-019,0075,000,0381,"Field Office SE"
013,015,0001,0002,000,0546,"Kurita-style Home C (w/low wall) SE"
013,012,-010,0072,000,0551,"Large Office Building A"
013,026,-003,0051,000,0396,"Two-Flat Home NE (centered)"
013,027,-003,0051,000,0396,"Two-Flat Home NE (centered)"
013,028,-003,0051,000,0396,"Two-Flat Home NE (centered)"
013,029,-003,0051,000,0396,"Two-Flat Home NE (centered)"
013,030,-003,0051,000,0396,"Two-Flat Home NE (centered)"
013,009,0000,0000,000,0236,"Ball Top Tree"
013,010,0000,0004,000,0236,"Ball Top Tree"
013,010,-106,0060,000,0236,"Ball Top Tree"
013,008,0002,0122,000,0236,"Ball Top Tree"
013,008,-102,0060,000,0236,"Ball Top Tree"
013,007,0108,0062,000,0236,"Ball Top Tree"
013,027,0002,0002,000,0236,"Ball Top Tree"
013,007,-004,0004,000,0236,"Ball Top Tree"
013,005,0108,0062,000,0236,"Ball Top Tree"
013,085,-003,0071,000,0149,"Small Business SE"
013,088,-003,0071,000,0149,"Small Business SE"
013,090,-003,0071,000,0149,"Small Business SE"
013,105,0016,0047,000,0148,"Small Business NW"
013,107,0016,0047,000,0148,"Small Business NW"
013,109,0016,0047,000,0148,"Small Business NW"
013,045,-024,0044,000,0532,"Billboard C SW"
013,191,0018,0094,000,0278,"Streetlamp NW"
013,151,0086,0056,000,0278,"Streetlamp NW"
013,071,-018,0108,000,0278,"Streetlamp NW"
013,013,0006,0102,000,0278,"Streetlamp NW"
013,204,0092,0068,000,0277,"Streetlamp SW"
013,211,-002,0026,000,0277,"Streetlamp SW"
013,207,0052,0066,000,0277,"Streetlamp SW"
013,164,0014,0022,000,0276,"Streetlamp SE"
013,104,-028,0050,000,0276,"Streetlamp SE"
013,064,0018,0020,000,0276,"Streetlamp SE"
013,031,-014,0038,000,0276,"Streetlamp SE"
013,135,-016,0024,000,0276,"Streetlamp SE"
013,202,0028,0042,000,0277,"Streetlamp SW"
013,148,0018,0047,000,0144,"Small Office Building NE"
013,150,0018,0047,000,0144,"Small Office Building NE"
013,146,0018,0047,000,0144,"Small Office Building NE"
013,125,-012,0067,000,0153,"Modern Office Building SE"
013,129,-012,0067,000,0153,"Modern Office Building SE"
013,045,-006,0106,000,0570,"Stripmall C SW"
013,046,0000,0105,000,0568,"Stripmall B SW"
013,048,0010,0111,000,0570,"Stripmall C SW"
013,049,0016,0112,000,0568,"Stripmall B SW"
013,070,-069,0065,000,0275,"Streetlamp NE"
013,068,-004,0096,000,0275,"Streetlamp NE"
013,067,-038,0082,000,0275,"Streetlamp NE"
013,066,-056,0065,000,0275,"Streetlamp NE"
013,064,0007,0100,000,0275,"Streetlamp NE"
020,099,-001,0060,000,0409,"Missile Turret"
020,318,-010,0064,000,0630,"Oil Derrick"
020,358,0004,0066,000,0533,"Pressure Tank"
020,278,0002,0070,000,0533,"Pressure Tank"
020,098,-001,0060,000,0409,"Missile Turret"
020,193,-066,0060,000,0303,"Fuel Tank"
020,173,-060,0068,000,0303,"Fuel Tank"
020,174,-070,0062,000,0303,"Fuel Tank"
020,194,-060,0068,000,0303,"Fuel Tank"
020,013,-002,0036,000,0280,"Gas Tank SW"
020,014,0000,0032,000,0280,"Gas Tank SW"
020,034,-002,0034,000,0280,"Gas Tank SW"
020,033,-008,0030,000,0280,"Gas Tank SW"
020,093,0012,0064,000,0533,"Pressure Tank"
020,113,0014,0072,000,0533,"Pressure Tank"
020,114,0014,0066,000,0533,"Pressure Tank"
020,317,-002,0064,000,0533,"Pressure Tank"
020,197,-006,0026,000,0279,"Gas Tank SE"
020,198,-070,0072,000,0279,"Gas Tank SE"
020,217,-006,0038,000,0279,"Gas Tank SE"
020,139,0008,0074,000,0729,"INDESTRUCTABLE HQ SE"
021,161,-001,0060,000,0409,"Missile Turret"
021,141,-001,0060,000,0409,"Missile Turret"
021,145,-001,0060,000,0409,"Missile Turret"
021,165,-001,0060,000,0409,"Missile Turret"
021,084,-001,0060,000,0409,"Missile Turret"
021,101,0006,0096,000,0469,"Turret Control"
021,103,0006,0084,000,0705,"Large Gate Control SW"
021,143,0000,0064,000,0693,"Large Southwest Gate"
021,061,0006,0070,000,0633,"Mech Repair Bay"
021,027,-004,0024,000,0280,"Gas Tank SW"
021,028,0028,0042,000,0280,"Gas Tank SW"
021,029,0070,0064,000,0280,"Gas Tank SW"
021,049,0036,0078,000,0280,"Gas Tank SW"
021,069,0002,0100,000,0280,"Gas Tank SW"
