Blk,Vtx,XPOf,YPOf,Dm,ObjN,ObjectName
013,365,0008,0084,000,0208,"Big Tree"
014,171,0088,0042,000,0208,"Big Tree"
014,234,0052,0040,000,0208,"Big Tree"
014,252,-046,0032,000,0208,"Big Tree"
021,016,-040,0056,000,0208,"Big Tree"
021,055,0012,0078,000,0208,"Big Tree"
021,137,-044,0054,000,0208,"Big Tree"
021,174,0008,0012,000,0208,"Big Tree"
021,174,0006,0058,000,0208,"Big Tree"
021,174,0104,0062,000,0208,"Big Tree"
021,175,0044,0048,000,0208,"Big Tree"
021,155,0012,0008,000,0208,"Big Tree"
021,156,0024,0072,000,0208,"Big Tree"
021,177,-026,0072,000,0208,"Big Tree"
021,197,0032,0080,000,0208,"Big Tree"
021,279,0072,0050,000,0208,"Big Tree"
021,132,0016,0052,000,0208,"Big Tree"
021,131,0038,0032,000,0208,"Big Tree"
021,110,-028,0036,000,0208,"Big Tree"
021,363,-016,0037,000,0486,"Sensor Tower SW"
022,213,0056,0048,000,0208,"Big Tree"
022,191,0052,0070,000,0208,"Big Tree"
022,171,0084,0078,000,0208,"Big Tree"
022,193,0018,0018,000,0208,"Big Tree"
022,046,0016,0100,000,0208,"Big Tree"
022,120,0008,0014,000,0208,"Big Tree"
022,123,0078,0054,000,0208,"Big Tree"
022,165,-042,0064,000,0208,"Big Tree"
022,180,0006,0076,000,0208,"Big Tree"
022,240,0004,0008,000,0208,"Big Tree"
022,280,0014,0046,000,0208,"Big Tree"
022,280,-002,0052,000,0208,"Big Tree"
022,303,0028,0102,000,0208,"Big Tree"
022,284,-010,0128,000,0208,"Big Tree"
022,349,-006,0006,000,0208,"Big Tree"
022,371,0026,0086,000,0208,"Big Tree"
022,348,0076,0080,000,0208,"Big Tree"
022,327,0032,0028,000,0208,"Big Tree"
022,371,-090,0050,000,0208,"Big Tree"
022,335,-016,0028,000,0208,"Big Tree"
022,336,0010,0100,000,0208,"Big Tree"
022,337,0020,0102,000,0208,"Big Tree"
022,339,-020,0056,000,0208,"Big Tree"
022,357,0038,0082,000,0208,"Big Tree"
022,377,-020,0062,000,0208,"Big Tree"
022,397,0012,0010,000,0208,"Big Tree"
022,355,-044,0084,000,0208,"Big Tree"
022,333,0028,0062,000,0208,"Big Tree"
023,282,0038,0090,000,0208,"Big Tree"
023,303,0080,0048,000,0208,"Big Tree"
023,249,-068,0056,000,0208,"Big Tree"
023,011,-070,0094,000,0208,"Big Tree"
023,033,0008,0066,000,0208,"Big Tree"
023,075,-034,0068,000,0208,"Big Tree"
023,135,0000,0012,000,0208,"Big Tree"
023,153,-010,0136,000,0208,"Big Tree"
023,078,0042,0070,000,0208,"Big Tree"
023,139,0006,0004,000,0208,"Big Tree"
023,232,0010,0064,000,0208,"Big Tree"
023,295,0014,0038,000,0208,"Big Tree"
023,256,0056,0072,000,0208,"Big Tree"
023,197,0036,0076,000,0208,"Big Tree"
023,339,0038,0040,000,0208,"Big Tree"
023,342,0094,0026,000,0208,"Big Tree"
023,323,0012,0068,000,0208,"Big Tree"
023,344,-006,0104,000,0208,"Big Tree"
024,221,-030,0066,000,0208,"Big Tree"
024,280,-038,0084,000,0208,"Big Tree"
029,337,0000,0038,000,0208,"Big Tree"
029,397,0078,0024,000,0208,"Big Tree"
029,095,0062,0092,000,0208,"Big Tree"
029,138,0002,0016,000,0208,"Big Tree"
029,159,-088,0070,000,0208,"Big Tree"
029,199,-014,0116,000,0208,"Big Tree"
029,198,0024,0062,000,0208,"Big Tree"
029,179,-004,0102,000,0208,"Big Tree"
029,259,-022,0016,000,0208,"Big Tree"
029,277,0012,0038,000,0208,"Big Tree"
029,297,-056,0068,000,0208,"Big Tree"
029,317,-034,0040,000,0208,"Big Tree"
029,295,-036,0138,000,0208,"Big Tree"
029,334,0086,0092,000,0208,"Big Tree"
029,333,0018,0058,000,0208,"Big Tree"
029,332,0008,0016,000,0208,"Big Tree"
029,351,-030,0032,000,0208,"Big Tree"
029,309,-088,0088,000,0208,"Big Tree"
029,307,-026,0044,000,0208,"Big Tree"
029,265,-012,0046,000,0208,"Big Tree"
029,244,0086,0074,000,0208,"Big Tree"
029,243,0068,0046,000,0208,"Big Tree"
029,286,-026,0076,000,0208,"Big Tree"
029,241,-050,0110,000,0208,"Big Tree"
029,263,0068,0056,000,0208,"Big Tree"
029,244,-072,0080,000,0208,"Big Tree"
029,116,-040,0032,000,0498,"Activation Marker"
029,095,-056,0050,000,0498,"Activation Marker"
030,391,0022,0014,000,0208,"Big Tree"
030,369,-040,0056,000,0208,"Big Tree"
030,388,-008,0016,000,0208,"Big Tree"
030,226,0050,0060,000,0208,"Big Tree"
030,247,0018,0016,000,0208,"Big Tree"
030,268,-044,0076,000,0208,"Big Tree"
030,289,-084,0078,000,0208,"Big Tree"
030,330,0026,0056,000,0208,"Big Tree"
030,352,-012,0152,000,0208,"Big Tree"
030,308,0022,0086,000,0208,"Big Tree"
030,267,-026,0082,000,0208,"Big Tree"
030,246,0030,0058,000,0208,"Big Tree"
030,143,0064,0060,000,0208,"Big Tree"
030,145,0048,0072,000,0208,"Big Tree"
030,166,0034,0042,000,0208,"Big Tree"
030,165,-040,0102,000,0208,"Big Tree"
030,185,-024,0042,000,0208,"Big Tree"
030,206,-050,0034,000,0208,"Big Tree"
030,069,-002,0116,000,0208,"Big Tree"
030,132,-006,0042,000,0208,"Big Tree"
030,132,0028,0062,000,0208,"Big Tree"
030,173,0040,0032,000,0208,"Big Tree"
030,051,-026,0042,000,0208,"Big Tree"
030,070,0068,0042,000,0208,"Big Tree"
030,300,-018,0038,000,0208,"Big Tree"
030,302,-038,0056,000,0208,"Big Tree"
030,220,-012,0064,000,0208,"Big Tree"
031,012,0036,0024,000,0208,"Big Tree"
