Blk,Vtx,XPOf,YPOf,Dm,ObjN,ObjectName
023,219,0012,0042,000,0627,"Loading Facility NW"
023,158,0006,0038,000,0627,"Loading Facility NW"
023,239,0084,0044,000,0584,"Railroad Tower B NE"
023,159,-084,0060,000,0581,"Railroad Tower B NW"
023,058,-001,0060,000,0408,"Cannon Turret"
023,119,0006,0065,000,0347,"Factory SE"
024,276,-012,0070,000,0533,"Pressure Tank"
024,236,0000,0070,000,0533,"Pressure Tank"
024,238,0002,0068,000,0533,"Pressure Tank"
024,257,-010,0066,000,0533,"Pressure Tank"
024,278,0000,0070,000,0533,"Pressure Tank"
024,196,-004,0072,000,0533,"Pressure Tank"
024,217,-008,0074,000,0533,"Pressure Tank"
024,198,-002,0074,000,0533,"Pressure Tank"
024,194,-002,0066,000,0533,"Pressure Tank"
024,234,-018,0070,000,0533,"Pressure Tank"
024,274,-016,0072,000,0533,"Pressure Tank"
024,253,-008,0068,000,0533,"Pressure Tank"
024,213,0008,0074,000,0533,"Pressure Tank"
024,192,0004,0082,000,0533,"Pressure Tank"
024,232,-008,0074,000,0533,"Pressure Tank"
024,272,-004,0072,000,0533,"Pressure Tank"
024,273,0002,0070,000,0279,"Gas Tank SE"
024,252,-002,0068,000,0279,"Gas Tank SE"
024,233,-003,0073,000,0279,"Gas Tank SE"
024,212,0000,0070,000,0279,"Gas Tank SE"
024,193,-005,0074,000,0279,"Gas Tank SE"
024,214,-004,0075,000,0279,"Gas Tank SE"
024,254,-005,0073,000,0279,"Gas Tank SE"
024,256,0003,0078,000,0279,"Gas Tank SE"
024,277,-002,0078,000,0279,"Gas Tank SE"
024,258,-001,0080,000,0279,"Gas Tank SE"
024,237,-001,0076,000,0279,"Gas Tank SE"
024,216,0000,0083,000,0279,"Gas Tank SE"
024,197,-002,0074,000,0279,"Gas Tank SE"
024,218,0001,0081,000,0279,"Gas Tank SE"
024,319,-001,0060,000,0409,"Missile Turret"
024,306,-012,0074,000,0624,"Loading Facility SW"
024,263,-014,0076,000,0624,"Loading Facility SW"
024,106,0000,0038,000,0674,"Office 1b_a1"
024,085,0053,0032,000,0520,"Water Fountain"
024,181,0000,0098,000,0206,"HazMat Sphere R3"
024,182,-058,0062,000,0206,"HazMat Sphere R3"
024,202,-002,0030,000,0206,"HazMat Sphere R3"
024,201,0062,0062,000,0206,"HazMat Sphere R3"
024,222,0008,0032,000,0535,"Supply Container SW"
024,222,0006,0092,000,0534,"Supply Container SE"
024,222,-044,0068,000,0534,"Supply Container SE"
024,310,-012,0078,000,0538,"Loading Platform (non-ani) SW"
024,190,-010,0084,000,0620,"Resource Warehouse SW"
024,250,0070,0060,000,0621,"Resource Warehouse NW"
024,186,0012,0068,000,0721,"Industrial Complex SE"
024,247,0002,0072,000,0720,"Industrial Complex SW"
024,148,0000,0067,000,0723,"Liquid Storage B R2"
024,150,-003,0067,000,0722,"Liquid Storage B R1"
024,022,0004,0094,000,0469,"Turret Control"
024,005,-001,0060,000,0408,"Cannon Turret"
024,008,-001,0060,000,0408,"Cannon Turret"
024,000,-001,0060,000,0409,"Missile Turret"
024,002,-001,0060,000,0409,"Missile Turret"
024,040,0001,0065,000,0338,"Industrial Plant SE"
024,121,0001,0065,000,0336,"Industrial Plant NW"
024,044,0010,0062,000,0720,"Industrial Complex SW"
024,047,0012,0062,000,0721,"Industrial Complex SE"
024,104,0005,0048,000,0676,"Office 1b_a3"
024,108,-004,0064,000,0533,"Pressure Tank"
024,110,0001,0070,000,0533,"Pressure Tank"
024,045,0002,0068,000,0533,"Pressure Tank"
024,046,0002,0074,000,0533,"Pressure Tank"
025,260,0004,0044,000,0469,"Turret Control"
025,301,-001,0060,000,0408,"Cannon Turret"
025,303,-001,0060,000,0408,"Cannon Turret"
029,297,-003,0039,000,0026,"Farmhouse SSE (w/underlay)"
029,279,-019,0060,000,0019,"Long Barn NE (w/underlay)"
029,257,-004,0055,000,0079,"Grain storage SE (w/underlay)"
029,239,-006,0095,000,0034,"Twin Silos SW (w/underlay)"
030,179,0006,0056,000,0025,"Stylish Farmhouse SSW (w/underlay)"
030,139,0015,0055,000,0022,"Barn SE (w/underlay)"
030,158,0001,0075,000,0140,"Small Water Tower R1 (w/underlay)"
030,221,0007,0060,000,0021,"Large Barn SW (w/underlay)"
031,375,-003,0039,032,0026,"Farmhouse SSE (w/underlay)"
031,162,0003,0053,000,0069,"Small Barn SSW (w/underlay)"
031,121,-001,0051,000,0027,"Grain storage SW (w/underlay)"
036,169,0004,0064,000,0078,"Stylish Farmhouse SE (w/underlay)"
036,109,-004,0070,000,0071,"Barn SW (w/underlay)"
036,128,0006,0085,000,0129,"Twin Silos NE (w/underlay)"
036,190,-006,0026,000,0201,"Junked Cars SW"
040,015,0004,0064,032,0078,"Stylish Farmhouse SE (w/underlay)"
040,076,0009,0058,032,0024,"Modern Farmhouse SE (w/underlay)"
040,038,0023,0069,032,0077,"Modern Farmhouse SW (w/underlay)"
040,116,0004,0064,032,0078,"Stylish Farmhouse SE (w/underlay)"
041,020,-002,0064,000,0565,"Stripmall A SE"
041,062,0004,0032,000,0279,"Gas Tank SE"
041,062,-074,0070,000,0279,"Gas Tank SE"
041,062,-008,0110,000,0279,"Gas Tank SE"
041,062,0078,0072,000,0279,"Gas Tank SE"
041,022,-066,0068,000,0279,"Gas Tank SE"
041,022,0000,0024,000,0279,"Gas Tank SE"
