Blk,Vtx,XPOf,YPOf,Dm,ObjN,ObjectName
007,115,0037,0078,000,0272,"Rock Cluster A"
007,116,0082,0041,000,0273,"Rock Cluster B"
007,116,-001,0057,000,0274,"Rock Cluster C"
008,279,-020,0066,000,0543,"Kurita-style Home A SW"
008,240,-007,0073,000,0274,"Rock Cluster C"
008,261,-003,0004,000,0274,"Rock Cluster C"
008,261,-001,0119,000,0274,"Rock Cluster C"
008,282,-007,0061,000,0274,"Rock Cluster C"
008,282,-003,0008,000,0273,"Rock Cluster B"
008,261,0001,0053,000,0272,"Rock Cluster A"
008,095,-039,0086,000,0570,"Stripmall C SW"
008,097,-039,0087,000,0566,"Stripmall A SW"
008,053,-033,0077,000,0390,"Two-Flat Home SW"
008,054,-002,0065,000,0151,"Small Business SW"
008,039,0001,0055,000,0296,"Command Station"
008,018,-006,0070,000,0488,"Support Building"
008,037,-006,0062,000,0496,"Component Warehouse SE"
008,099,0000,0038,000,0676,"Office 1b_a3"
009,395,-002,0063,000,0520,"Water Fountain"
009,145,-002,0060,000,0520,"Water Fountain"
009,326,0008,0064,000,0623,"City Hall"
009,328,-002,0070,000,0551,"Large Office Building A"
009,203,0012,0068,000,0548,"Kurita-style Home D (w/low wall) SE"
009,262,-006,0066,000,0547,"Kurita-style Home C (w/low wall) SW"
009,243,0014,0064,000,0546,"Kurita-style Home C (w/low wall) SE"
009,261,-010,0064,000,0545,"Kurita-style Home B SW"
009,183,0004,0056,000,0544,"Kurita-style Home B SE"
009,223,-006,0066,000,0542,"Kurita-style Home A SE"
009,341,-008,0126,000,0274,"Rock Cluster C"
009,340,-011,0072,000,0273,"Rock Cluster B"
009,322,-012,0050,000,0272,"Rock Cluster A"
009,083,-042,0050,000,0631,"Fast Food SE"
009,081,-018,0068,000,0551,"Large Office Building A"
009,170,0004,0122,000,0635,"House (w/animating pool) NW"
009,211,0027,0064,000,0286,"Small Barn SW"
009,330,-002,0014,000,0672,"Office 3_a3"
009,324,0034,0044,000,0668,"Office 2_a2"
009,284,-003,0051,000,0396,"Two-Flat Home NE (centered)"
009,285,-003,0051,000,0396,"Two-Flat Home NE (centered)"
009,286,-003,0051,000,0396,"Two-Flat Home NE (centered)"
009,287,-003,0051,000,0396,"Two-Flat Home NE (centered)"
009,288,-003,0051,000,0396,"Two-Flat Home NE (centered)"
009,289,-003,0051,000,0396,"Two-Flat Home NE (centered)"
009,290,-003,0051,000,0396,"Two-Flat Home NE (centered)"
009,260,-004,0061,000,0547,"Kurita-style Home C (w/low wall) SW"
014,354,0000,0064,000,0692,"Large Northeast Gate"
014,372,-001,0060,000,0409,"Missile Turret"
014,393,-022,0064,000,0707,"Large Gate Control NE"
014,395,-038,0070,000,0469,"Turret Control"
014,376,-001,0060,000,0409,"Missile Turret"
014,333,-001,0060,000,0408,"Cannon Turret"
014,335,-001,0060,000,0408,"Cannon Turret"
014,338,-001,0060,000,0408,"Cannon Turret"
015,385,0022,0082,000,0539,"Loading Platform (non-ani) SE"
015,364,-001,0060,000,0409,"Missile Turret"
015,360,-001,0060,000,0409,"Missile Turret"
015,322,-001,0060,000,0408,"Cannon Turret"
016,342,0000,0032,000,0541,"Loading Platform (non-ani) NW"
016,352,0011,0065,000,0570,"Stripmall C SW"
016,351,0020,0071,000,0568,"Stripmall B SW"
016,350,0028,0077,000,0566,"Stripmall A SW"
016,370,0014,0009,000,0569,"Stripmall C SE"
016,370,-087,0067,000,0567,"Stripmall B SE"
016,349,-047,0053,000,0391,"Two-Flat Home SE"
016,369,0002,0026,000,0391,"Two-Flat Home SE"
016,389,0027,0021,000,0391,"Two-Flat Home SE"
016,384,-034,0042,000,0303,"Fuel Tank"
016,384,0026,0086,000,0303,"Fuel Tank"
016,364,0000,0106,000,0303,"Fuel Tank"
016,364,0002,0030,000,0303,"Fuel Tank"
016,364,0074,0068,000,0303,"Fuel Tank"
016,364,-070,0074,000,0303,"Fuel Tank"
016,365,0032,0044,000,0303,"Fuel Tank"
016,365,-042,0086,000,0303,"Fuel Tank"
016,385,-004,0062,000,0303,"Fuel Tank"
019,275,0004,0043,000,0627,"Loading Facility NW"
019,116,0010,0050,000,0627,"Loading Facility NW"
019,177,0008,0043,000,0541,"Loading Platform (non-ani) NW"
019,096,0014,0045,000,0541,"Loading Platform (non-ani) NW"
019,178,0024,0020,000,0206,"HazMat Sphere R3"
019,158,-040,0046,000,0206,"HazMat Sphere R3"
019,296,0005,0061,160,0307,"Geodesic Dome R1"
019,218,-004,0066,000,0488,"Support Building"
020,137,0002,0025,000,0279,"Gas Tank SE"
020,137,0063,0064,000,0279,"Gas Tank SE"
020,137,-039,0053,000,0279,"Gas Tank SE"
020,137,0018,0091,000,0279,"Gas Tank SE"
020,059,-048,0037,000,0642,"Runway Lights SW - NE"
020,059,0037,0103,000,0642,"Runway Lights SW - NE"
020,099,-059,0042,000,0642,"Runway Lights SW - NE"
020,099,0038,0102,000,0642,"Runway Lights SW - NE"
020,139,-045,0034,000,0642,"Runway Lights SW - NE"
020,139,0038,0100,000,0642,"Runway Lights SW - NE"
020,179,-057,0041,000,0642,"Runway Lights SW - NE"
020,219,-050,0038,000,0642,"Runway Lights SW - NE"
020,219,0052,0097,000,0642,"Runway Lights SW - NE"
020,075,0012,0068,000,0537,"Container Stack SW"
020,095,0004,0070,000,0536,"Container Stack SE"
020,157,-003,0022,000,0534,"Supply Container SE"
020,157,0030,0041,000,0534,"Supply Container SE"
020,157,0058,0061,000,0534,"Supply Container SE"
020,157,-055,0055,000,0534,"Supply Container SE"
020,157,-025,0074,000,0534,"Supply Container SE"
020,157,0006,0097,000,0534,"Supply Container SE"
020,082,-002,0062,000,0643,"Windmill"
020,102,0010,0060,000,0643,"Windmill"
020,103,0008,0054,000,0643,"Windmill"
020,083,0004,0060,000,0643,"Windmill"
020,084,-004,0070,000,0643,"Windmill"
020,105,0004,0066,000,0643,"Windmill"
020,085,0000,0064,000,0643,"Windmill"
020,104,0000,0046,000,0643,"Windmill"
020,106,0004,0060,000,0643,"Windmill"
020,086,-002,0058,000,0643,"Windmill"
020,272,0096,0084,000,0274,"Rock Cluster C"
020,231,-002,0114,000,0274,"Rock Cluster C"
020,173,0020,0014,000,0274,"Rock Cluster C"
020,153,0000,0058,000,0274,"Rock Cluster C"
020,132,-042,0022,000,0274,"Rock Cluster C"
020,130,0020,0046,000,0274,"Rock Cluster C"
020,151,-022,0064,000,0274,"Rock Cluster C"
020,321,-009,0076,000,0538,"Loading Platform (non-ani) SW"
020,328,0012,0069,000,0624,"Loading Facility SW"
020,007,-002,0048,000,0626,"Loading Facility NE"
020,073,-001,0020,000,0306,"(null)"
020,073,-070,0059,000,0306,"(null)"
020,093,-037,0044,000,0306,"(null)"
020,093,0033,0088,000,0306,"(null)"
020,073,0006,0109,000,0306,"(null)"
020,073,0068,0065,000,0306,"(null)"
020,072,0039,0044,000,0306,"(null)"
020,072,-036,0093,000,0306,"(null)"
020,092,0004,0076,000,0306,"(null)"
020,091,0040,0085,000,0306,"(null)"
020,071,-003,0110,000,0306,"(null)"
020,071,0078,0064,000,0306,"(null)"
020,071,0002,0020,000,0306,"(null)"
020,071,-068,0064,000,0306,"(null)"
020,091,-033,0046,000,0306,"(null)"
020,300,0005,0061,160,0307,"Geodesic Dome R1"
020,203,0002,0070,000,0633,"Mech Repair Bay"
020,181,0006,0068,000,0633,"Mech Repair Bay"
