Blk,Vtx,XPOf,YPOf,Dm,ObjN,ObjectName
013,014,-001,0060,000,0409,"Missile Turret"
013,054,-001,0060,000,0409,"Missile Turret"
013,074,-001,0060,000,0409,"Missile Turret"
013,114,-001,0060,000,0409,"Missile Turret"
013,118,-001,0060,000,0409,"Missile Turret"
013,078,-001,0060,000,0409,"Missile Turret"
013,058,-001,0060,000,0409,"Missile Turret"
013,018,-001,0060,000,0409,"Missile Turret"
013,016,-001,0060,000,0409,"Missile Turret"
013,115,-001,0060,000,0409,"Missile Turret"
013,117,-001,0060,000,0409,"Missile Turret"
013,136,0000,0064,000,0693,"Large Southwest Gate"
013,036,0003,0063,000,0469,"Turret Control"
013,096,0001,0060,000,0705,"Large Gate Control SW"
013,056,0002,0069,000,0633,"Mech Repair Bay"
013,038,0001,0055,000,0296,"Command Station"
013,034,0005,0068,000,0488,"Support Building"
013,094,-032,0066,000,0575,"Tent (Mntn) R1"
013,094,0021,0044,000,0575,"Tent (Mntn) R1"
013,098,-035,0069,000,0575,"Tent (Mntn) R1"
013,098,0028,0053,000,0575,"Tent (Mntn) R1"
020,397,0012,0106,000,0212,"Medium Tree"
020,397,0013,0081,000,0212,"Medium Tree"
020,397,0023,0021,000,0212,"Medium Tree"
020,397,-059,0029,000,0212,"Medium Tree"
020,397,-040,0096,000,0212,"Medium Tree"
020,359,-037,0073,000,0212,"Medium Tree"
020,358,0002,0030,000,0212,"Medium Tree"
020,359,-044,0035,000,0212,"Medium Tree"
020,358,0038,0068,000,0212,"Medium Tree"
020,378,0081,0094,000,0212,"Medium Tree"
020,358,0047,0075,000,0212,"Medium Tree"
020,357,0059,0105,000,0212,"Medium Tree"
020,336,-001,0048,000,0212,"Medium Tree"
020,356,-015,0033,000,0212,"Medium Tree"
020,357,0007,0074,000,0212,"Medium Tree"
020,356,0053,0073,000,0212,"Medium Tree"
020,357,-016,0068,000,0212,"Medium Tree"
020,336,-010,0017,000,0212,"Medium Tree"
020,336,0016,0016,000,0212,"Medium Tree"
020,319,-045,0036,000,0212,"Medium Tree"
020,338,0067,0084,000,0212,"Medium Tree"
020,339,0000,0088,000,0212,"Medium Tree"
020,359,0040,0036,000,0212,"Medium Tree"
020,339,0041,0096,000,0212,"Medium Tree"
020,339,-005,0108,000,0212,"Medium Tree"
020,396,0014,0045,000,0216,"Small Tree"
020,397,-043,0021,000,0216,"Small Tree"
020,397,-062,0039,000,0216,"Small Tree"
020,397,-062,0061,000,0216,"Small Tree"
020,395,0061,0045,000,0216,"Small Tree"
020,377,0057,0072,000,0216,"Small Tree"
020,398,0025,0032,000,0216,"Small Tree"
020,377,0107,0065,000,0216,"Small Tree"
020,398,0070,0053,000,0216,"Small Tree"
020,377,0021,0064,000,0216,"Small Tree"
020,379,-083,0039,000,0216,"Small Tree"
020,398,-002,0005,000,0216,"Small Tree"
020,338,-030,0049,000,0216,"Small Tree"
020,337,0022,0063,000,0216,"Small Tree"
020,338,-068,0100,000,0216,"Small Tree"
020,337,0004,0070,000,0216,"Small Tree"
020,338,-005,0104,000,0216,"Small Tree"
020,337,0012,0041,000,0216,"Small Tree"
020,337,0078,0039,000,0216,"Small Tree"
020,299,-007,0160,000,0216,"Small Tree"
020,319,0031,0112,000,0216,"Small Tree"
020,319,0013,0061,000,0216,"Small Tree"
020,319,0068,0077,000,0216,"Small Tree"
020,355,0092,0024,000,0216,"Small Tree"
020,356,-050,0034,000,0216,"Small Tree"
020,377,0014,0010,000,0216,"Small Tree"
020,354,0034,0058,000,0216,"Small Tree"
020,356,0054,0070,000,0216,"Small Tree"
020,355,0012,0042,000,0216,"Small Tree"
020,339,0032,0151,000,0220,"Big Bushy Tree"
020,338,0007,0095,000,0220,"Big Bushy Tree"
020,339,-022,0091,000,0220,"Big Bushy Tree"
020,339,-035,0033,000,0220,"Big Bushy Tree"
020,379,0013,0115,000,0220,"Big Bushy Tree"
020,399,0056,0069,000,0220,"Big Bushy Tree"
020,378,0053,0104,000,0220,"Big Bushy Tree"
020,316,-023,0050,000,0220,"Big Bushy Tree"
020,316,0032,0056,000,0220,"Big Bushy Tree"
020,337,0053,0059,000,0220,"Big Bushy Tree"
020,336,0068,0054,000,0220,"Big Bushy Tree"
020,337,-026,0028,000,0220,"Big Bushy Tree"
020,337,-074,0042,000,0220,"Big Bushy Tree"
020,337,-011,0083,000,0220,"Big Bushy Tree"
020,318,-013,0003,000,0220,"Big Bushy Tree"
020,318,-018,0012,000,0220,"Big Bushy Tree"
020,297,0006,0064,000,0220,"Big Bushy Tree"
020,297,0036,0021,000,0220,"Big Bushy Tree"
020,297,0011,0038,000,0220,"Big Bushy Tree"
020,338,0054,0063,000,0220,"Big Bushy Tree"
020,298,-056,0059,000,0220,"Big Bushy Tree"
020,376,0007,0065,000,0220,"Big Bushy Tree"
020,376,0076,0047,000,0220,"Big Bushy Tree"
020,376,0009,0032,000,0220,"Big Bushy Tree"
020,356,-043,0073,000,0220,"Big Bushy Tree"
020,376,-018,0015,000,0220,"Big Bushy Tree"
020,376,-070,0027,000,0220,"Big Bushy Tree"
